"2. Yth. Pembantu Direktur I, II dan III ASM Ariyanti                                                                                             ",14,0
3. Yang bersangkutan                                                                                                                             ,14,0
4. Arsip.  ,14,0
                                              AKADE MISEKRETARI DAN M AN AJEMEN ARIYANTI                                                                          ,0,1
                                                                        STATUS TERAKREDITASI BAN-PT KEMENRISTEKDIKTI RI                                           ,0,1
                                                                                                          SURAT KEPUTUSAN                                         ,1,1
                                                                                                 Nomor : Skep.l09/ASM-A/DIR/ll/2017                                ,2,1
                                                                                                                TENTANG                                           ,3,1
                                                  PENGANGKATAN DOSEN TETAP/LUAR BIASA/ASISTEN DOSEN                                                               ,3,1
                                                  SEBAGAI PEMBINA MATA KULIAH SEMESTER GENAP                                                                      ,3,1
                                                  TAHUN AKADEMIK 2016/2017                                                                                        ,3,1
                                                                                    ASM ARIYANTI                                                                  ,3,1
                                                                                Direktur ASM ARIYANTI                                                             ,4,1
Menimbang                                     Bahwa untuk kelancaran peiaksanaan pendidikan perlu mengangkat dosen                                               ,5,1
                                              tetap/luar biasa/ asisten dosen sebagai Pembina mata kuliah pada Semester Genap                                    ,5,1
                                              Tahun Akademik 2016/2017.                                                                                          ,5,1
Mengingat                                     1. Undang-undang No. 20 Tahun 2003 tentang Sistem Pendidikan Nasional                                              ,6,1
                                              2. Undang-undang No. 12 Tahun 2012 tentang Pendidikan Tinggi                                                       ,6,1
                                              3. Statuta ASM Ariyanti Bab X tentang Dosen dan Tenaga Kependidikan.                                               ,6,1
                                              4. Program Kerja ASM Ariyanti Tahun Akademik 2016/2017                                                             ,6,1
                                              5. Rapat Pimpinan Bidang Akademik pada tanggal 30 Januari 2017                                                     ,6,1
Memutuskan                                    1. Mengangkat/ menunjuk Saudara/i                                                                                  ,7,1
"                                              Nama           : Imas Wiwin Kurniaslh., S.Pd                                                                       ",8,1
                                              NIDN/NIDK/NUP : 9904211986                                                                                         ,9,1
Untuk mengajar matakuliah :                                                                                                                                       ,7,1
NO.                                   KODE MATA                                                     MATAKULIAH                    JURUSAN  SKS    SMT   KELAS    ,7,1
                                       KULIAH                                                                                                                    ,7,1
1.                                   MKB-142-042                                       FB Production 1                             MAPER    3      2      A      ,7,1
2.                                   MKB-142-042                                       FB Production 1                             MAPER    3      2      B      ,7,1
3.                                   MKB-142-042                                       FB Production 1                             MAPER    3      2    C/Kary   ,7,1
                                              2. Kepada yang bersangkutan akan diberikan honorarium menurut peraturan yang                                       ,7,1
                                              berlaku di lingkungan ASM Ariyanti                                                                                 ,7,1
"                                              3. Kegiatan perkuliahan dimaksud pada point 1 (satu), agar dilaksanakan                                            ",7,1
                                              semaksimal mungkin sesuai dengan jadwal perkuliahan dengan bobot yang telah                                        ,7,1
                                              ditetapkan.                                                                                                        ,7,1
                                              4. Surat keputusan ini disampaikan kepada yang bersangkutan untuk dilaksanakan                                     ,7,1
                                              dengan sebaik-baiknya.                                                                                             ,7,1
Ditetapkan di     : Bandung                                                                                                                                       ,10,1
Pada tanggal      : 13 Februari 2017                                                                                                                              ,11,1
Akademi Sekretari dan Manajemen Ariyanti,12,1
"Direktur,",13,1
"Drs. Deni S. Hambali, M.Si",13,1
Tembusan disampaikan kepada:,14,1
1. Yth. Ketua Pengurus Yayasan Pendidikan Ariyanti                                                                                                                ,14,1
"2. Yth. Pembantu Direktur I, II dan III ASM Ariyanti                                                                                                              ",14,1
3. Yang bersangkutan                                                                                                                                              ,14,1
4. Arsip.                                                                                                                                                         ,14,1
                                                                                   AKADEMISEKRETARI DAN MANAJEMEN ARIYANTI                                                                 ,0,2
                                                                               STATUS TERAKREDITASI BAN-PT KEMENRISTEKDIKTI RI                                                             ,0,2
                                                                                                           SURAT KEPUTUSAN                                                                 ,1,2
                                                                                         Nomor : Skep.033/ASM-A/D!R/IX/2017                                                                 ,2,2
                                                                                         TENTANG                                                                                           ,3,2
                                                                   PENGANGKATAN DOSEN TETAP/LUAR BIASA/ASISTEN DOSEN                                                                       ,3,2
                                                                   SEBAGAI PEMBINA MATA KULIAH SEMESTER GANJIL                                                                             ,3,2
                                                                   TAHUN AKADEMIK 2017/2018                                                                                                ,3,2
                                                                                                    ASM ARIYANTI                                                                           ,3,2
                                                                                                     DIREKTUR ASM ARIYANTI                                                                 ,4,2
            Menimbang                                              Bahwa untuk kelancaran pelaksanaan pendidikan perlu mengangkat dosen                                                    ,5,2
                                                                   tetap/luar biasa/asisten dosen sebagai pembina mata kuliah pada Semester                                                ,5,2
                                                                   Ganjil Tahun Akademik 2017/2018 di lingkungan ASM Ariyanti.                                                             ,5,2
            Mengingat                                              1.  Undang-undang No. 20 Tahun 200s tentang Sistem Pendidikan Nasional                                                  ,6,2
                                                                   2.  Undang-undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi.                                                        ,6,2
                                                                   3.  Peraturan Pemerintah Republik Indonesia No. 4 Tahun 2014 tentang                                                    ,6,2
                                                                   Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Perguruan Tinggi                                                      ,6,2
                                                                   4.  Statuta ASM Ariyanti Bab X tentang Dosen dan Tenaga Kependidikan.                                                   ,6,2
                                                                   5.  Program Kerja ASM Ariyanti Tahun Akademik 2017/2018                                                                 ,6,2
                                                                   6.  Rapat Pimpinan Bidang Akademik pada tanggal 28 Agustus 2017                                                         ,6,2
            Memutuskan                                             1. Mengangkat/menunjuk saudara/i                                                                                        ,7,2
"                                                                   Nama : Imas Wiwin Kurniasih, S.Pd                                                                                       ",8,2
                                                                   NIDN/NUP =9904211986                                                                                                    ,9,2
 Untuk mengajar matakuliah :                                                                                                                                                               ,7,2
 NO.                               KODE MATA                                         MATA KULIAH                         SKS      SMT         KELAS                  JURUSAN              ,7,2
                                    KULIAH                                                                                                                                                ,7,2
 1.              MKB-143-054                                          Food Production II                                  3        3            A           MAPER (Nim 1 s/d 69)          ,7,2
 2.              MKB-143-054                                          Food Production II                                  3        3            B           MAPER (Nim > 70)              ,7,2
 3.              MKB-143-054                                          Food Production II                                  3        3         C/Kary         MAPER (Nim 1 s/d 69)          ,7,2
 4.              MKB-143-054                                          Food Production II                                  3        3         D/Kary         MAPER (Nim > 70)&MAPER Eks    ,7,2
                                                            2.        Kepada yang bersangkutan a                                 kan diberikan honorarium menurut                         ,7,2
                                                                   peraturan yang berlaku di lingkungan ASM Ariyanti                                                                       ,7,2
"                                                                   3.  Kegiatan perkuliahan dimaksud pada point 1 (satu), agar                                                             ",7,2
                                                                   dilaksanakan semaksimal mungkin sesuai dengan jadwal                                                                    ,7,2
                                                                   perkuliahan dengan bobot yang telah ditetapkan.                                                                         ,7,2
                                                                   4.  Surat keputusan ini disampaikan kepada yang bersangkutan                                                            ,7,2
                                                                   untuk dilaksanakan dengan sebaik-baiknya.                                                                               ,7,2
 Ditetapkan di                             : Bandung                                                                                                                                       ,10,2
 Pada tanggal                              : 12 September 2017                                                                                                                             ,11,2
 Akademi Sekretari dan Manajemen Ariyanti                                                                                                                                                  ,12,2
" Direktur,                                                                                                                                                     ",13,2
"Drs. Deni S. Hambali, M.Si",13,2
Tembusan disampaikan kepada :                                                                                                                                        ,14,2
1. Yth. Ketua Pengurus Yayasan Pendidikan Ariyanti                                                                                                                                         ,14,2
"2. Yth. Pembantu Direktur I, II dan III ASM Ariyanti                                                                                                                                       ",14,2
3. Yang bersangkutan                                                                                                                                                                       ,14,2
4. Arsip.                                                                                                                                                                                  ,14,2
                                      AKADEMISEKRETARI DAN M AN AJEMEN ARIYANTI                                                                                ,0,3
                                                                            STATUS TERAKREDITASI BAN-PT KEMENRISTEKDIKTI RI                                    ,0,3
                                                                                                         SURAT KEPUTUSAN                                       ,1,3
                                                                                                Nomor : Skep.l09/ASM-A/DIR/ll/2017                              ,2,3
                                                                                                                TENTANG                                        ,3,3
                                                                PENGANGKATAN DOSEN TETAP/LUAR BIASA/ASISTEN DOSEN                                              ,3,3
                                                                SEBAGAI PEMBINA MATA KULIAH SEMESTER GENAP                                                     ,3,3
                                                                TAHUN AKADEMIK 21016/21017                                                                       ,3,3
                                                                ASM ARIYANTI                                                                                   ,3,3
                                                                                      Direktur ASM ARIYANTI                                                    ,4,3
    Menimbang                   : Bahwa untuk kelancaran pelaksanaan pendidikan perlu mengangkat dosen                                                        ,5,3
                                tetap/luar biasa/ asisten dosen sebagai Pembina mata kuliah pada Semester Genap                                               ,5,3
                                Tahun Akademik 2016/2017.                                                                                                     ,5,3
    Mengingat                   : 1. Undang-undang No. 20 Tahun 2003 tentang Sistem Pendidikan Nasional                                                       ,6,3
                                2. Undang-undang No. 12 Tahun 2012 tentang Pendidikan Tinggi                                                                  ,6,3
                                3. Statuta ASM Ariyanti Bab X tentang Dosen dan Tenaga Kependidikan.                                                          ,6,3
                                4. Program Kerja ASM Ariyanti Tahun Akademik 2016/2017                                                                        ,6,3
                                5. Rapat Pimpinan Bidang Akademik pada tanggal 30 Januari 2017                                                                ,6,3
    Memutuskan                  : 1. Mengangkat/ menunjuk Saudara/i                                                                                           ,7,3
"                                Nama           : Imas Wiwin Kurniasih., S.Pd                                                                                  ",8,3
                                NIDN/NIDK/NUP : 9904211986                                                                                                    ,9,3
    Untuk mengajar matakuliah :                                                                                                                                ,7,3
                                   KODE MATA                                                                                                                  ,7,3
    NO.                                                                                      MATA KULIAH                         JURUSAN  SKS    SMT  KE LAS  ,7,3
                                     KULIAH                                                                                                                   ,7,3
    1.                            MKB-142-042                               FB Production 1                                       MAPER    3      2     A     ,7,3
    2.                            MKB-142-042                               FB Production 1                                       MAPER    3      2     B     ,7,3
    3.                            MKB-142-042                               FB Production 1                                       MAPER    3      2   C/Kary  ,7,3
                                      2. Kepada yang bersangkutan akan diberikan honorarium menurut peraturan yang                                            ,7,3
                                      berlaku di lingkungan ASM Ariyanti                                                                                      ,7,3
"                                      3. Kegiatan perkuliahan dimaksud pada point 1 (satu), agar dilaksanakan                                                 ",7,3
                                      semaksimal mungkin sesuai dengan jadwal perkuliahan dengan bobot yang telah                                             ,7,3
                                      ditetapkan.                                                                                                             ,7,3
                                      4. Surat keputusan ini disampaikan kepada yang bersangkutan untuk dilaksanakan                                          ,7,3
                                      dengan sebaik-baiknya.                                                                                                  ,7,3
    Ditetapkan di     : Bandung                                                                                                                                ,10,3
    Pada tanggal      : 13 Februari 2017                                                                                                                       ,11,3
    Akademi Sekretari dan Manajemen Ariyanti                                                                                                                   ,12,3
" Direktur,                                                                                                                                                     ",13,3
"Drs. Deni S. Hambali, M.Si",13,3
    Tembusan disampaikan kepada :                                                                                                                              ,14,3
    1. Yth. Ketua Pengurus Yayasan Pendidikan Ariyanti                                                                                                         ,14,3
"    2. Yth. Pembantu Direktur I, II dan III ASM Ariyanti                                                                                                       ",14,3
    3. Yang bersangkutan                                                                                                                                       ,14,3
    4. Arsip.                                                                                                                                                  ,14,3
                            AKADEMISEKRETARI DAN MANAJEMEN ARIYANTI                                                                               ,0,4
                            STATUS TERAKREDITASI BAN-PT KEMENRISTEKDIKTI RI                                                                       ,0,4
                                                                                     SURAT KEPUTUSAN                                              ,1,4
                                                                            Nomor : Skep.179 /ASM-A/DIR/V/2016                                     ,2,4
                                                                                            TENTANG                                               ,3,4
                                                      PENGANGKATAN DOSEN TETAP/LUAR BIASA/ASISTEN DOSEN                                           ,3,4
                                                      SEBAGAI PEMBINA MATA KULIAH SEMESTER GENAP                                                  ,3,4
                                                      KELAS EKSKLUSIF                                                                             ,3,4
                                                      TAHUN AKADEMIK 2015/2016                                                                    ,3,4
                                                      ASM ARIYANTI                                                                                ,3,4
                                                                                Direktur ASM ARIYANTI                                             ,4,4
Menimbang             : Bahwa untuk kelancaran pelaksanaan pendidikan perlu mengangkat dosen                                                     ,5,4
                      tetap/luar biasa/ asisten dosen sebagai Pembina mata kuliah pada Semester Genap                                            ,5,4
                      Kelas Eksklusif Tahun Akademik 2015/2016                                                                                   ,5,4
Mengingat             : 1. Undang-undang No. 20 Tahun 2003 tentang Sistem Pendidikan Nasional                                                    ,6,4
                      2. Undang-undang No. 12 Tahun 2012 tentang Pendidikan Tinggi                                                               ,6,4
                      3. Statuta ASM Ariyanti Bab X tentang Dosen dan Tenaga Kependidikan.                                                       ,6,4
                      4. Program Kerja ASM Ariyanti Tahun Akademik 2015/2016                                                                     ,6,4
                      5. Rapat Pimpinan Bidang Akademik pada tanggal 18 Mei 2016                                                                 ,6,4
Memutuskan            : 1. Mengangkat/menunjuk Saudara/i                                                                                         ,7,4
"                      Nama           : Imas Wiwin Kurriasih, S.Pd                                                                                ",8,4
                      NIDN/NIDK/NUP : 9904211986                                                                                                 ,9,4
Untuk mengajar matakuliah :                                                                                                                       ,7,4
NO.                      KODE MATA                                        MATA KULIAH                        JURUSAN      SKS    SMT    KELAS    ,7,4
                           KULIAH                                                                                                                ,7,4
1.                      MKB-142-042                         Food Production 1                                 MAPER        3      2    Ekslusif  ,7,4
                                                                                                                                                  ,7,4
2. Kepada yang bersangkutan akan diberikan honorarium menurut peraturan yang                                                                     ,7,4
berlaku di lingkungan ASM Ariyanti                                                                                                               ,7,4
"3. Kegiatan perkuliahan dimaksud pada point 1 (satu), agar dilaksanakan                                                                          ",7,4
semaksimal mungkin sesuai dengan jadwal perkuliahan dengan bobot yang telah                                                                      ,7,4
ditetapkan.                                                                                                                                      ,7,4
4. Surat keputusan ini disampaikan kepada yang bersangkutan untuk dilaksanakan                                                                   ,7,4
dengan sebaik-baiknya.                                                                                                                           ,7,4
Ditetapkan di : Bandung                                                                                                                          ,10,4
Pada tanggal : 27 Mei 2016,11,4
Akademi Sekretari dan Manajemen Ariyanti                                                                                                          ,12,4
" Direktur,                                                                                                                                                     ",13,4
"Drs. Deni S. Hambali, M.Si",13,4
    Tembusan disampaikan kepada :                                                                                                                              ,14,4
    1. Yth. Ketua Pengurus Yayasan Pendidikan Ariyanti                                                                                                         ,14,4
"    2. Yth. Pembantu Direktur I, II dan III ASM Ariyanti                                                                                                       ",14,4
    3. Yang bersangkutan                                                                                                                                       ,14,4
    4. Arsip.                                                                                                                                                  ,14,4
                      SURAT KEPUTUSAN PEMBERIAN TUGAS MENGAJAR                                                 ,1,5
                          Nomor : 052/YPI-TQ/SK-ML/VII/ll                                                      ,2,5
Menimbang                            : a. Bahwa dalam rangka meningkatkan kualitas output pendidikan di         ,5,5
"                                     Madrasah Tanwirul Qulub, dipandang perlu menempatkan guru yang             ",5,5
                                     sesuai dengan bidang keahlian dan latar belakang pendidikan.               ,5,5
"                                     b. Bahwa untuk maksud di atas, maka perlu diangkat guru sebagai tenaga     ",5,5
                                     pendidik yang ditetapkan melalui surat keputusan Pengurus Yayasan          ,5,5
                                     Pendidikan Islam Tanwirul Qulub.                                           ,5,5
                                     c. Bahwa nama tersebut di bawah ini dianggap memiliki kompetensi dan       ,5,5
                                     memenuhi syarat untuk diberikan tugas mengajar sesuai dengan               ,5,5
                                     keahlian dan latar belakang pendidikannya.                                 ,5,5
"Memperhatikan                        : 1. Akte Notaris R. Soerjo Wongsowidjojo, SH nomor 38 tanggal 20          ",6,5
                                     April 1977 yang telah disahkan oleh Pengadilan Negeri Jakarta nomor        ,6,5
                                     282 tanggal 22 Desember 1988 tentang pembentukan Yayasan                   ,6,5
                                     Pendidikan Islam Tanwirul Qulub.                                           ,6,5
                                     2. Anggaran Dasar dan Anggaran Rumah Tangga Yayasan Pendidikan             ,6,5
                                     Islam Tanwirul Qulub                                                       ,6,5
                                     3. Surat Usulan Kepala Madrasah Ibtidaiyah Tanwirul Qulub nomor            ,6,5
                                     002/MI/TQ/VII/2011 tentang penugasan Guru                                  ,6,5
                                     MEMUTUSKAN                                                                 ,7,5
Menetapkan                           : Memberikan tugas mengajar kepada :                                       ,7,5
"PERTAMA                              Nama             : HIPNI, S Pd.I                                           ",8,5
"                                     TT. Lahir           : Tangerang, 01 Januari 1982                           ",7,5
                                     Pendidikan         : SI (Sarjana)                                          ,7,5
                                     Alamat             : JI. Poris Jaya Rt 02/03 Poris Jaya Tangerang          ,7,5
                                     BANTEN                                                                     ,7,5
"                                     Sebagai Guru Tetap Bidang Studi Al Qur’an Hadits, SKI, Bahasa              ",7,5
"                                     Arab , dan Bahasa Inggris di Madrasah Ibtiddaiyah pada Yayasan             ",7,5
                                     Pendidikan Islam TANWIRUL QULUB.                                           ,7,5
"KEDUA                                : Selama menjalankan tugas, yang bersangkutan akan diberikan               ",7,5
                                     honorarium sesuai kesepakatan dan ketentuan yang berlaku di Yayasan        ,7,5
                                     Pendidikan Islam TANWIRUL QULUB.                                           ,7,5
KETIGA                               : Segala sesuatu akan diatur/diubah serta ditetapkan kembali sebagaimana   ,7,5
                                     Mestinya apabila dikemudian hari terdapat kekeliruan dalam surat           ,7,5
                                     keputusan ini.                                                             ,7,5
KEEMPAT                              : Surat Keputusan ini mulai berlaku pada tanggal ditetapkan.               ,7,5
                                     Ditetapkan di Jakarta                                                      ,10,5
                                     Pada tanggal 08 Juli 2011                                                  ,11,5
                                     Ketua Yayasan Pendidikan Islam                                             ,4,5
                                     TANWIRUL QULUB                                                             ,12,5
"                                     DR.HM. SYAIROZI DIMYATHI, M.Ed                                             ",13,5
Tembusan :                                                                                                      ,14,5
Yang bersangkutan untuk dipergunakan sebagaimana mestinya                                                       ,14,5
                      SURAT KEPUTUSAN PEMBERIAN TUGAS MENGAJAR                                                  ,1,6
                           Nomor : 052/YPI-TQ/SK-ML/VII/ll                                                      ,2,6
Menimbang                             : a. Bahwa dalam rangka meningkatkan kualitas output pendidikan di         ,5,6
"                                      Madrasah Tanwirul Qulub, dipandang perlu menempatkan guru yang             ",5,6
                                      sesuai dengan bidang keahlian dan latar belakang pendidikan.               ,5,6
"                                      b. Bahwa untuk maksud di atas, maka perlu diangkat guru sebagai tenaga     ",5,6
                                      pendidik yang ditetapkan melalui surat keputusan Pengurus Yayasan          ,5,6
                                      Pendidikan Islam Tanwirul Qulub.                                           ,5,6
                                      c. Bahwa nama tersebut di bawah ini dianggap memiliki kompetensi dan       ,5,6
                                      memenuhi syarat untuk diberikan tugas mengajar sesuai dengan               ,5,6
                                      keahlian dan latar belakang pendidikannya.                                 ,5,6
"Memperhatikan                         : 1. Akte Notaris R. Soerjo Wongsowidjojo, SH nomor 38 tanggal 20          ",6,6
                                      April 1977 yang telah disahkan oleh Pengadilan Negeri Jakarta nomor        ,6,6
                                      282 tanggal 22 Desember 1988 tentang pembentukan Yayasan                   ,6,6
                                      Pendidikan Islam Tanwirul Qulub.                                           ,6,6
                                      2. Anggaran Dasar dan Anggaran Rumah Tangga Yayasan Pendidikan             ,6,6
                                      Islam Tanwirul Qulub                                                       ,6,6
                                      3. Surat Usulan Kepala Madrasah Ibtidaiyah Tanwirul Qulub nomor            ,6,6
                                      002/MI/TQ/VII/2011 tentang penugasan Guru                                  ,6,6
                                      MEMUTUSKAN                                                                 ,7,6
Menetapkan                            : Memberikan tugas mengajar kepada :                                       ,7,6
PERTAMA                               Nama            : Drs. H M Hasan Harun                                     ,8,6
"                                      TT. Lahir           : Jakarta, 07 Desember 1953                            ",7,6
                                      Pendidikan         : SI (Sarjana)                                          ,7,6
                                      Alamat             : JI. Anggrek VII Rt. 15/02 Setiabudi                   ,7,6
                                      JAKARTA SELATAN 12940                                                      ,7,6
                                      Sebagai Guru Tetap Bidang Studi IPS di Madrasah Ibtiddaiyah pada           ,7,6
                                      Yayasan Pendidikan Islam TANWIRUL QULUB.                                   ,7,6
"KEDUA                                 : Selama menjalankan tugas, yang bersangkutan akan diberikan               ",7,6
                                      honorarium sesuai kesepakatan dan ketentuan yang berlaku di Yayasan        ,7,6
                                      Pendidikan Islam TANWIRUL QULUB.                                           ,7,6
KETIGA                                : Segala sesuatu akan diatur/diubah serta ditetapkan kembali sebagaimana   ,7,6
                                      Mestinya apabila dikemudian hari terdapat kekeliruan dalam surat           ,7,6
                                      keputusan ini.                                                             ,7,6
KEEMPAT                               : Surat Keputusan ini mulai berlaku pada tanggal ditetapkan.               ,7,6
                                      Ditetapkan di Jakarta                                                      ,10,6
                                      Pada tanggal 08 Juli 2011                                                  ,11,6
                                      Ketua Yayasan Pendidikan Islam                                             ,4,6
                                      TANWIRUL QULUB                                                             ,12,6
"                                      DR.HM. SYAIROZI DIMYATHI, M.Ed                                             ",13,6
Tembusan :                                                                                                       ,14,6
Kepala Madrasah Ibtidaiyah                                                                                       ,14,6
Yang bersangkutan untuk dipergunakan sebagaimana mestinya                                                        ,14,6
Arsip                                                                                                            ,14,6
                      SURAT KEPUTUSAN PEMBERIAN TUGAS MENGAJAR                                                  ,1,7
                           Nomor : 052/YPI-TQ/SK-ML/VII/ll                                                      ,2,7
Menimbang                             : a. Bahwa dalam rangka meningkatkan kualitas output pendidikan di         ,5,7
"                                      Madrasah Tanwirul Qulub, dipandang perlu menempatkan guru yang             ",5,7
                                      sesuai dengan bidang keahlian dan latar belakang pendidikan.               ,5,7
"                                      b. Bahwa untuk maksud di atas, maka perlu diangkat guru sebagai tenaga     ",5,7
                                      pendidik yang ditetapkan melalui surat keputusan Pengurus Yayasan          ,5,7
                                      Pendidikan Islam Tanwirul Qulub.                                           ,5,7
                                      c. Bahwa nama tersebut di bawah ini dianggap memiliki kompetensi dan       ,5,7
                                      memenuhi syarat untuk diberikan tugas mengajar sesuai dengan               ,5,7
                                      keahlian dan latar belakang pendidikannya.                                 ,5,7
"Memperhatikan                         : 1. Akte Notaris R. Soerjo Wongsowidjojo, SH nomor 38 tanggal 20          ",6,7
                                      April 1977 yang telah disahkan oleh Pengadilan Negeri Jakarta nomor        ,6,7
                                      282 tanggal 22 Desember 1988 tentang pembentukan Yayasan                   ,6,7
                                      Pendidikan Islam Tanwirul Qulub.                                           ,6,7
                                      2. Anggaran Dasar dan Anggaran Rumah Tangga Yayasan Pendidikan             ,6,7
                                      Islam Tanwirul Qulub                                                       ,6,7
                                      3. Surat Usulan Kepala Madrasah Ibtidaiyah Tanwirul Qulub nomor            ,6,7
                                      002/MI/TQ/VII/2011 tentang penugasan Guru                                  ,6,7
                                      MEMUTUSKAN                                                                 ,7,7
Menetapkan                            : Memberikan tugas mengajar kepada :                                       ,7,7
"PERTAMA                               Nama            : Kholid Hasbullah, A Ma                                   ",8,7
"                                      TT. Lahir           : Jakarta, 13 Oktober 1957                             ",7,7
                                      Pendidikan         : D 2                                                   ,7,7
                                      Alamat            : JI. Dukuh Pinggir I Rt.OO8/OO5                         ,7,7
                                      Kel. Kebon Melati Kec. Tanah Abang                                         ,7,7
                                      Jakarta Pusat                                                              ,7,7
"                                      Sebagai Guru Tetap Bidang Studi Aqidah Akhlaq, Fiqih, SKI,                 ",7,7
"                                      Bahasa Arab , PLBJ dan PKn di Madrasah Ibtiddaiyah pada                    ",7,7
                                      Yayasan Pendidikan Islam TANWIRUL QULUB.                                   ,7,7
"KEDUA                                 : Selama menjalankan tugas, yang bersangkutan akan diberikan               ",7,7
                                      honorarium sesuai kesepakatan dan ketentuan yang berlaku di Yayasan        ,7,7
                                      Pendidikan Islam TANWIRUL QULUB.                                           ,7,7
KETIGA                                : Segala sesuatu akan diatur/diubah serta ditetapkan kembali sebagaimana   ,7,7
                                      Mestinya apabila dikemudian hari terdapat kekeliruan dalam surat           ,7,7
                                      keputusan ini.                                                             ,7,7
KEEMPAT                               : Surat Keputusan ini mulai berlaku pada tanggal ditetapkan.               ,7,7
                                      Ditetapkan di Jakarta                                                      ,10,7
                                      Pada tanggal 08 Juli 2011                                                  ,11,7
                                      Ketua Yayasan Pendidikan Islam                                             ,4,7
                                      TANWIRUL QULUB                                                             ,12,7
"                                      DR.HM. SYAIROZI DIMYATHI, M.Ed                                             ",13,7
Tembusan :                                                                                                       ,14,7
Kepala Madrasah Ibtidaiyah                                                                                       ,14,7
Yang bersangkutan untuk dipergunakan sebagaimana mestinya                                                        ,14,7
Arsip                                                                                                            ,14,7
                      SURAT KEPUTUSAN PEMBERIAN TUGAS MENGAJAR                                                  ,1,8
                          Nomor : 053/YPI-TQ/SK-ML/VII/l 1                                                      ,2,8
Menimbang                             : a. Bahwa dalam rangka meningkatkan kualitas output pendidikan di         ,5,8
"                                      Madrasah Tanwirul Qulub, dipandang perlu menempatkan guru yang             ",5,8
                                      sesuai dengan bidang keahlian dan latar belakang pendidikan.               ,5,8
"                                      b. Bahwa untuk maksud di atas, maka perlu diangkat guru sebagai tenaga     ",5,8
                                      pendidik yang ditetapkan melalui surat keputusan Pengurus Yayasan          ,5,8
                                      Pendidikan Islam Tanwirul Qulub.                                           ,5,8
                                      c. Bahwa nama tersebut di bawah ini dianggap memiliki kompetensi dan       ,5,8
                                      memenuhi syarat untuk diberikan tugas mengajar sesuai dengan               ,5,8
